Food code;Main food description;WWEIA Category number;WWEIA Category description;Energy (kcal);Protein (g);Carbohydrate (g);"Sugars, total (g)";Fiber, total dietary (g);Total Fat (g);Fatty acids, total saturated (g);Fatty acids, total monounsaturated (g);Fatty acids, total polyunsaturated (g);Cholesterol (mg);Retinol (mcg);Vitamin A, RAE (mcg_RAE);Carotene, alpha (mcg);Carotene, beta (mcg);Cryptoxanthin, beta (mcg);Lycopene (mcg);Lutein + zeaxanthin (mcg);Thiamin (mg);Riboflavin (mg);Niacin (mg);Vitamin B-6 (mg);Folic acid (mcg);Folate, food (mcg);Folate, DFE (mcg_DFE);Folate, total (mcg);Choline, total (mg);Vitamin B-12 (mcg);"Vitamin B-12, added (mcg)";Vitamin C (mg);Vitamin D (D2 + D3) (mcg);Vitamin E (alpha-tocopherol) (mg);"Vitamin E, added (mg)";Vitamin K (phylloquinone) (mcg);Calcium (mg);Phosphorus (mg);Magnesium (mg);"Iron (mg)";"Zinc (mg)";Copper (mg);Selenium (mcg);Potassium (mg);Sodium (mg);Caffeine (mg);Theobromine (mg);Alcohol (g);"4:0 (g)";"6:0(g)";"8:0(g)";"10:0(g)";"12:0(g)";"14:0(g)";"16:0(g)";"18:0(g)";"16:1(g)";"18:1(g)";"20:1(g)";"22:1(g)";"18:2(g)";"18:3(g)";"18:4(g)";"20:4(g)";"20:5 n-3(g)";"22:5 n-3(g)";"22:6 n-3(g)";"Water(g)"
27418210;Beef stew with vegetables excluding potatoes, Puerto Rican style;3002;Meat mixed dishes;215;15.08;6.73;2.78;2.2;14.14;3.912;5.921;2.923;41;0;116;420;1178;1;1468;400;0.09;0.145;2.771;0.247;0;18;18;18;61.7;1.38;0;13.7;0.1;1.24;0;20.4;21;162;26;1.82;2.39;0.115;13.4;385;572;0;0;0;0;0;0;0.02;0.013;0.236;2.497;1.103;0.414;5.474;0.031;0;2.499;0.404;0;0.02;0.001;0.008;0.001;60.86
27418310;Corned beef with tomato sauce and onion, Puerto Rican style;3002;Meat mixed dishes;200;19.18;2.04;1.08;0.4;12.36;4.574;4.956;1.243;60;0;3;0;32;0;1735;4;0.022;0.114;1.831;0.115;0;9;9;9;57.9;1.07;0;1.7;0.1;0.52;0;3.8;14;85;13;1.61;2.54;0.066;30;155;688;0;0;0;0;0;0;0.07;0.049;0.293;2.311;1.657;0.564;4.273;0.008;0;0.999;0.244;0;0;0;0;0;65.94
27418410;Beef steak with onions, Puerto Rican style;3002;Meat mixed dishes;321;20.92;3.94;1.55;0.7;24.12;6.202;8.484;7.153;62;0;0;0;1;0;0;3;0.087;0.163;3.022;0.334;0;12;12;12;79.3;2.24;0;2.4;0.2;1.94;0;2.4;17;191;23;2.01;3.3;0.096;19.8;352;999;0;0;0;0;0;0;0.03;0.02;0.362;4.129;1.599;0.61;7.848;0.026;0;6.86;0.263;0;0.03;0.002;0.012;0.001;46.21
27420010;Cabbage with ham hocks;3002;Meat mixed dishes;71;7.97;4.5;2.69;1.7;2.49;0.812;1.082;0.347;20;2;5;22;28;0;0;20;0.184;0.108;2.226;0.214;0;26;26;26;35.3;0.17;0;21.6;0.3;0.2;0;52.8;30;106;15;0.71;0.87;0.066;9.3;230;346;0;0;0;0;0;0;0.001;0.001;0.029;0.522;0.247;0.06;1.004;0.017;0;0.298;0.014;0;0.023;0;0;0;83.68
27420020;Ham or pork salad;3002;Meat mixed dishes;230;13.31;2.75;2.06;0.4;18.09;3.337;4.743;9.418;37;3;12;7;90;18;0;80;0.358;0.15;2.677;0.262;0;11;11;11;61.2;0.39;0;0.7;0.5;0.89;0;44.3;14;128;14;0.62;1.39;0.061;13.7;226;985;0;0;0;0;0;0;0.01;0.01;0.048;2.22;0.919;0.127;4.549;0.05;0.01;8.222;1.142;0;0.046;0;0;0.001;63
27420040;Frankfurters or hot dogs and sauerkraut;3002;Meat mixed dishes;211;7.94;3.52;1.5;1.1;18.22;7.408;7.854;0.644;38;2;2;2;3;0;0;113;0.026;0.103;1.369;0.117;0;9;9;9;24.7;0.54;0;5.1;0.6;0.38;0;6.2;21;87;12;1.3;1.41;0.066;6.9;277;791;0;0;0;0.002;0;0.003;0.01;0.013;0.545;4.117;2.375;0.694;7.646;0.076;0.041;0.613;0.068;0.002;0.019;0.002;0.009;0;67.68
27420060;Pork and vegetables including carrots, broccoli, and/or dark-green leafy, no potatoes, no sauce;3002;Meat mixed dishes;123;11.2;3.14;1.33;1.5;7.27;1.792;3.076;1.852;29;1;216;898;2114;0;0;426;0.387;0.147;2.334;0.25;0;16;16;16;41.4;0.26;0;10.4;0.3;1.06;0;28.7;24;109;16;0.67;1.06;0.051;13;234;317;0;0;0;0;0;0;0.004;0.005;0.045;1.162;0.525;0.126;2.888;0.047;0;1.613;0.211;0;0.014;0;0;0;77.05
27420080;Greens with ham or pork;6411;Other dark green vegetables;44;4.91;4.68;0.84;3.6;1.41;0.277;0.317;0.407;7;2;222;6;2627;23;0;4804;0.114;0.208;1.539;0.193;0;65;65;65;18.5;0.05;0;40.5;0.1;1.46;0;363.7;205;73;30;1.1;0.5;0.086;5.4;303;370;0;0;0;0;0;0;0;0.003;0.009;0.196;0.061;0.017;0.289;0.005;0.005;0.202;0.191;0;0.008;0;0;0;86.78
27420100;Pork, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy, no potatoes, soy-base sauce;3404;Stir-fry and soy-based sauce mixtures;114;7.03;4.88;1.65;1.3;7.77;1.41;3.09;2.844;12;0;134;568;1325;0;0;359;0.19;0.096;1.383;0.184;0;25;25;25;27.1;0.11;0;14.4;0.1;0.97;0;34.4;49;86;20;0.77;0.69;0.072;8;234;237;0;0;0;0;0;0;0.001;0.002;0.021;0.96;0.375;0.068;2.979;0.035;0;2.49;0.342;0;0.006;0;0;0;79.11
27420110;Pork and vegetables, Hawaiian style;3404;Stir-fry and soy-based sauce mixtures;89;7.37;7.33;2.34;1.7;3.63;0.978;1.331;0.972;18;0;85;331;845;0;0;130;0.247;0.11;1.625;0.228;0;14;14;14;28.1;0.16;0;3.5;0.2;0.56;0;20.8;26;81;19;0.66;0.92;0.131;9.7;245;192;0;0;0;0;0;0;0.002;0.003;0.028;0.646;0.275;0.071;1.229;0.021;0.001;0.927;0.027;0;0.009;0;0;0;80.61
27420120;Pork and watercress with soy-based sauce;3404;Stir-fry and soy-based sauce mixtures;189;14.87;3.46;1.05;0.5;12.69;2.807;5.425;3.668;39;1;4;0;37;0;0;71;0.507;0.182;3.154;0.332;0;8;8;8;51.1;0.36;0;3.1;0.3;1.07;0;23.5;24;142;21;0.82;1.35;0.057;17.5;295;341;0;0;0;0;0;0;0.005;0.005;0.06;1.84;0.806;0.179;5.148;0.075;0;3.215;0.414;0;0.019;0;0;0;67.59
27420150;Kung Pao pork;3404;Stir-fry and soy-based sauce mixtures;221;17.3;4.79;1.46;1.1;14.89;3.253;6.777;3.63;41;1;16;2;159;41;0;49;0.536;0.209;4.623;0.362;0;15;15;15;57.2;0.4;0;11.1;0.4;1.25;0;14.5;22;171;33;0.89;1.6;0.09;18.9;330;189;0;0;0;0;0;0;0.005;0.005;0.065;2.017;0.881;0.185;6.442;0.12;0.004;3.321;0.265;0;0.022;0;0;0;61.79
27420160;Moo Shu pork, without Chinese pancake;3404;Stir-fry and soy-based sauce mixtures;152;10.43;4.04;1.79;0.9;10.61;1.938;4.276;3.826;92;31;71;1;478;3;0;172;0.243;0.239;2.031;0.274;0;30;30;30;78.4;0.28;0;10.3;0.5;1.27;0;35.1;45;140;25;1.14;1.08;0.092;15.7;265;818;0;0;0;0.001;0;0.001;0.001;0.001;0.014;1.358;0.497;0.081;4.148;0.039;0;3.345;0.403;0;0.052;0;0.001;0.011;72.08
27420170;Pork and onions with soy-based sauce;3404;Stir-fry and soy-based sauce mixtures;148;11.05;5.51;2.17;0.8;9.14;2.019;3.893;2.649;28;1;3;0;27;0;0;52;0.376;0.137;2.308;0.276;0;10;10;10;38.6;0.26;0;3.8;0.2;0.77;0;17;24;112;19;0.66;1.03;0.061;12.7;261;245;0;0;0;0;0;0;0.003;0.004;0.043;1.326;0.577;0.128;3.695;0.054;0;2.323;0.298;0;0.014;0;0;0;73.16
27420200;Pork hash;3002;Meat mixed dishes;185;12.96;1.89;0.56;0.5;13.65;4.429;6.007;1.907;56;4;6;1;26;0;0;47;0.296;0.198;2.838;0.189;0;9;9;9;45.3;0.44;0;2.6;1.2;0.45;0;14.3;20;146;17;0.93;1.98;0.097;19.7;264;486;0;0;0;0;0;0;0.007;0.014;0.149;2.772;1.428;0.351;5.546;0.094;0;1.606;0.16;0;0.07;0.004;0;0.004;69.6
27420250;Ham and vegetables including carrots broccoli, and/or dark- green leafy, no potatoes, no sauce;3002;Meat mixed dishes;114;7.45;2.59;1.1;1.2;8.28;1.699;3.608;2.739;18;0;178;740;1742;0;0;351;0.234;0.121;2;0.134;0;14;14;14;31.2;0.21;0;8.4;0.2;1.19;0;26.6;17;99;12;0.63;0.86;0.069;6.1;188;767;0;0;0;0;0;0;0.009;0.007;0.046;1.107;0.488;0.154;3.433;0.022;0;2.375;0.365;0;0;0;0;0;79.45
27420270;Ham and vegetables excluding carrots, broccoli, and dark-green leafy, no potatoes, no sauce;3002;Meat mixed dishes;119;7.56;5.12;0.98;1.1;7.83;1.641;3.449;2.55;18;0;6;14;55;24;0;237;0.231;0.129;2.173;0.124;0;12;12;12;33.5;0.21;0;1.5;0.2;0.7;0;13.5;13;105;16;0.63;0.91;0.068;6.1;200;757;0;0;0;0;0;0;0.009;0.006;0.045;1.067;0.475;0.152;3.278;0.02;0;2.215;0.335;0;0;0;0;0;77.34
27420350;Pork and vegetables excluding carrots, broccoli, and dark-green leafy, no potatoes, no sauce;3002;Meat mixed dishes;124;10.07;5.52;1.06;1.2;7.03;1.673;3.004;1.875;26;1;7;15;59;26;0;255;0.341;0.138;2.258;0.212;0;13;13;13;39.3;0.24;0;1.8;0.2;0.53;0;12.7;17;103;19;0.6;1;0.044;11.5;221;319;0;0;0;0;0;0;0.003;0.003;0.039;1.092;0.486;0.113;2.832;0.044;0;1.641;0.209;0;0.013;0;0;0;76.16
27420370;Pork, tofu, and vegetables, excluding carrots, broccoli, and dark-green leafy, no potatoes, soy-based sauce;3404;Stir-fry and soy-based sauce mixtures;116;7.12;4.5;1.74;0.9;8.05;1.452;3.205;2.954;12;0;8;9;94;1;0;161;0.195;0.103;1.594;0.189;0;21;21;21;27.1;0.12;0;13.3;0.1;0.82;0;22.1;44;85;20;0.87;0.7;0.106;8.5;214;233;0;0;0;0;0;0;0.002;0.002;0.022;0.987;0.388;0.071;3.09;0.036;0;2.59;0.352;0;0.006;0;0;0;79.17
27420390;Pork chow mein or chop suey, no noodles;3402;Fried rice and lo/chow mein;98;10.34;3.85;1.76;0.8;4.3;1.354;1.701;0.868;27;1;9;19;99;0;0;119;0.349;0.174;2.284;0.24;0;27;27;27;43.1;0.24;0;5;0.2;0.4;0;12.7;23;102;15;0.64;0.96;0.041;11.8;231;250;0;0;0;0;0;0;0.003;0.003;0.041;0.843;0.428;0.104;1.549;0.032;0;0.746;0.096;0;0.013;0;0;0;80.49
27420400;Pork and vegetables including carrots, broccoli, and/or dark-green leafy, no potatoes, tomato-based sauce;3002;Meat mixed dishes;111;7.76;4.48;2.51;1.7;7.13;1.488;2.971;2.202;19;0;149;577;1480;2;6443;285;0.26;0.125;1.961;0.207;0;15;15;15;31.2;0.17;0;9.9;0.2;1.62;0;22.5;21;83;17;0.88;0.79;0.085;8.6;288;304;0;0;0;0;0;0;0.002;0.003;0.029;0.988;0.417;0.09;2.83;0.04;0;1.928;0.255;0;0.009;0;0;0;79.2
27420410;Pork and vegetables excluding  carrots, broccoli, and dark-green leafy, no potatoes, tomato-based sauce;3002;Meat mixed dishes;117;7.81;6.44;2.42;1.5;7.14;1.489;2.995;2.204;19;0;15;11;162;20;6441;195;0.257;0.13;2.087;0.198;0;13;13;13;32.9;0.17;0;4.6;0.2;1.27;0;12.7;18;87;21;0.88;0.82;0.084;8.6;297;305;0;0;0;0;0;0;0.002;0.002;0.028;0.99;0.417;0.089;2.856;0.04;0;1.934;0.251;0;0.009;0;0;0;77.23
27420450;Sausage and vegetables including  carrots, broccoli, and/or dark-green leafy, no potatoes, tomato-based sauce;3002;Meat mixed dishes;113;5.56;4.94;2.83;1.7;8.34;2.357;3.436;1.989;20;7;159;592;1518;2;6608;292;0.086;0.091;2.065;0.127;0;15;15;15;23.5;0.23;0;10.1;0.3;1.45;0;19.3;20;61;15;0.92;0.79;0.09;5.4;276;675;0;0;0;0;0;0;0.006;0.006;0.078;1.506;0.711;0.14;3.192;0.086;0.001;1.732;0.131;0;0.029;0;0.006;0.001;78.72
27420460;Sausage and vegetables, excluding carrots, broccoli, and dark-green leafy, no potatoes, tomato-based sauce;3002;Meat mixed dishes;120;5.62;6.94;2.74;1.6;8.34;2.358;3.462;1.99;20;7;22;11;167;21;6608;200;0.083;0.097;2.195;0.118;0;14;14;14;25.2;0.23;0;4.5;0.3;1.1;0;9.3;16;65;18;0.92;0.82;0.089;5.4;285;665;0;0;0;0;0;0;0.006;0.005;0.077;1.509;0.712;0.139;3.22;0.086;0.001;1.739;0.126;0;0.029;0;0.006;0.001;76.72
27420470;Sausage and peppers, no sauce;3002;Meat mixed dishes;250;13.99;3.26;1.88;0.3;19.87;6.929;8.779;3.778;61;14;19;5;55;2;0;89;0.235;0.19;4.006;0.285;0;3;3;3;54.9;0.76;0;15.4;0.8;0.73;0;2.4;11;109;16;1.09;1.85;0.072;15.4;263;551;0;0;0;0.005;0;0.002;0.012;0.013;0.253;4.325;2.196;0.441;8.15;0.225;0.007;3.322;0.139;0;0.095;0.004;0.018;0.002;60.88
27420500;Pork and vegetables including carrots, broccoli, and/or dark-green leafy, no potatoes, soy-based sauce;3404;Stir-fry and soy-based sauce mixtures;144;11.06;4.79;1.55;1.3;9.03;2.002;3.831;2.618;27;1;140;588;1373;0;0;375;0.378;0.153;2.422;0.283;0;16;16;16;40.4;0.26;0;15;0.2;1.04;0;35.2;29;116;20;0.75;1.05;0.051;12.9;295;255;0;0;0;0;0;0;0.003;0.004;0.043;1.316;0.571;0.127;3.635;0.053;0;2.289;0.303;0;0.014;0;0;0;73.89
27420510;Pork and vegetables excluding carrots, broccoli, and dark- green leafy, no potatoes, soy-based sauce;3404;Stir-fry and soy-based sauce mixtures;146;11.31;4.39;1.64;0.9;9.37;2.069;3.98;2.724;29;1;9;10;97;1;0;167;0.391;0.162;2.682;0.292;0;11;11;11;40.9;0.27;0;13.9;0.3;0.89;0;22.5;23;115;20;0.85;1.08;0.084;13.6;277;251;0;0;0;0;0;0;0.004;0.004;0.044;1.357;0.593;0.132;3.776;0.055;0;2.384;0.311;0;0.014;0;0;0;73.75
27420520;Pork shish kabob with vegetables, excluding potatoes;3002;Meat mixed dishes;123;13.78;5;2.33;0.9;5.18;1.704;2.255;0.685;37;1;9;2;87;19;0;38;0.487;0.186;3.139;0.336;0;10;10;10;49.3;0.33;0;13;0.3;0.28;0;5;19;136;20;0.78;1.32;0.095;17;309;216;0;0;0;0;0;0;0.005;0.005;0.055;1.067;0.535;0.143;2.051;0.043;0;0.6;0.049;0;0.018;0;0;0;74.91
27421010;Stuffed christophine, Puerto Rican style;3002;Meat mixed dishes;213;12.62;4.44;1.72;1.5;16.11;4.89;7.997;1.908;100;26;30;6;43;2;122;111;0.264;0.231;2.426;0.232;0;49;49;49;76.3;0.44;0;9.3;1.3;0.9;0;7.1;34;152;22;1.21;2.23;0.148;19.5;307;334;0;0;0;0.001;0;0.001;0.007;0.014;0.144;3.171;1.487;0.396;7.489;0.085;0;1.612;0.14;0;0.087;0;0.001;0.009;65.27
27422010;Pork chop stewed with vegetables, Puerto Rican style;3002;Meat mixed dishes;92;10.82;5.22;2.52;1.3;3.17;1.001;1.411;0.451;27;1;9;18;91;6;779;186;0.441;0.151;2.597;0.212;0;13;13;13;42.1;0.22;0;5.1;0.2;0.33;0;5.3;26;116;18;0.73;0.98;0.059;17.2;286;411;0;0;0;0;0;0;0.005;0.005;0.033;0.655;0.299;0.087;1.294;0.02;0;0.371;0.03;0;0.033;0;0;0;79.26
27430400;Lamb or mutton stew with vegetables including carrots, broccoli, and/or dark-green leafy, no potatoes, gravy;3002;Meat mixed dishes;117;13.52;6.37;1.28;1.8;3.79;1.348;1.502;0.375;39;0;83;376;809;0;0;248;0.059;0.142;2.543;0.075;0;15;15;15;56.1;0.97;0;1.2;0;0.23;0;10.8;17;98;19;1.4;2.64;0.097;13.7;173;361;0;0;0;0;0;0;0.004;0.01;0.094;0.749;0.444;0.122;1.351;0.003;0;0.289;0.053;0;0.029;0;0;0;74.77
27430410;Lamb or mutton stew with vegetables excluding carrots, broccoli, and dark-green leafy, no potatoes, gravy;3002;Meat mixed dishes;122;14.41;6.83;1.77;1.8;3.83;1.355;1.508;0.397;39;0;41;8;486;0;0;933;0.142;0.135;2.787;0.091;0;31;31;31;57.4;0.97;0;3.8;0;0.1;0;11;17;108;19;1.68;2.71;0.106;14;150;376;0;0;0;0;0;0;0.004;0.01;0.094;0.756;0.445;0.122;1.357;0.003;0;0.309;0.055;0;0.029;0;0;0;73.33
27430500;Veal goulash with vegetables excluding carrots, broccoli, and dark-green leafy, no potatoes, tomato-based sauce;3002;Meat mixed dishes;96;12.59;2.79;1.07;0.4;3.61;0.935;1.384;0.873;45;0;5;0;58;4;1362;22;0.057;0.17;5.376;0.203;2;11;13;12;48.8;0.42;0;11.4;0;0.45;0;4.8;9;136;19;0.62;1.39;0.078;5.7;272;226;0;0;0;0;0;0;0;0.006;0.059;0.545;0.283;0.076;1.284;0.007;0;0.748;0.102;0;0.029;0;0;0;79.72
27430510;Veal goulash with vegetables including carrots, broccoli, and/or dark-green leafy, no potatoes, tomato-based sauce;3002;Meat mixed dishes;98;12.96;2.59;1;0.4;3.74;0.964;1.43;0.908;47;0;60;228;602;4;1407;40;0.059;0.177;5.61;0.208;2;10;13;12;50.4;0.44;0;11.5;0;0.51;0;5.9;9;140;19;0.64;1.43;0.08;5.9;289;238;0;0;0;0;0;0;0;0.006;0.06;0.562;0.293;0.079;1.325;0.007;0;0.779;0.105;0;0.03;0;0;0;79.35
27430580;Veal with vegetables including carrots, broccoli, and/or dark-green leafy, no potatoes, cream or white sauce;3002;Meat mixed dishes;122;9.36;5.98;2.76;0.8;6.73;2.72;2.177;1.243;36;53;170;466;1167;0;0;221;0.064;0.158;2.518;0.182;3;14;19;17;39.4;0.41;0;11.3;0.5;0.85;0;21.1;62;107;16;0.53;1.07;0.047;5;229;308;0;0;0;0.1;0.065;0.04;0.088;0.097;0.315;1.311;0.638;0.097;2.072;0.012;0;1.089;0.141;0;0.017;0;0;0;76.28
27430590;Veal with vegetables excluding carrots, broccoli, and dark-green leafy, and potatoes, cream or white sauce;3002;Meat mixed dishes;124;10.67;6.68;2.22;0.9;6.27;2.172;2.184;1.389;39;33;41;14;80;20;0;218;0.054;0.154;3.066;0.171;2;16;18;17;45.7;0.4;0;2.4;0.3;0.69;0;12.9;40;108;20;0.66;1.24;0.059;5;209;306;0;0;0;0.062;0.04;0.024;0.056;0.062;0.222;1.109;0.538;0.097;2.07;0.012;0;1.209;0.163;0;0.021;0;0;0;74.78
27430610;Lamb shish kabob with vegetables, excluding potatoes;3002;Meat mixed dishes;120;12.12;5;2.33;0.9;5.7;1.961;2.273;0.771;39;0;8;2;87;19;0;38;0.069;0.155;3.079;0.154;0;21;21;21;48.1;1.22;0;12.8;0.1;0.27;0;7;19;114;18;1.25;2.9;0.12;14;236;221;0;0;0;0;0;0;0.009;0.014;0.145;1.067;0.625;0.147;2.073;0.003;0;0.622;0.112;0;0.036;0;0;0;75.95
27440110;Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy, no potatoes, no sauce;3004;Poultry mixed dishes;117;9.66;2.88;1.22;1.4;7.78;1.305;3.208;2.663;37;3;200;823;1937;0;0;390;0.042;0.086;2.702;0.129;0;17;17;18;27.4;0.12;0;9.3;0;1.3;0;28.9;21;96;13;0.5;0.67;0.049;8.2;166;386;0;0;0;0;0;0;0;0.001;0.012;0.98;0.269;0.171;3.005;0.028;0;2.339;0.315;0;0.007;0;0;0;78.41
27440120;Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy, no potatoes, no sauce;3004;Poultry mixed dishes;123;8.72;5.08;0.98;1.1;7.96;1.306;3.32;2.794;33;2;9;14;54;24;0;235;0.034;0.084;2.582;0.104;0;14;14;14;26.6;0.11;0;1.5;0;0.84;0;14.6;14;92;16;0.45;0.65;0.043;7.3;160;379;0;0;0;0;0;0;0;0;0.01;0.977;0.273;0.156;3.131;0.029;0;2.46;0.326;0;0.006;0;0;0;77.07
27440130;Chicken or turkey shish kabob with vegetables, excluding potatoes;3004;Poultry mixed dishes;102;12.95;5;2.33;0.9;3.71;0.832;1.527;0.765;51;4;12;2;87;19;0;38;0.06;0.12;3.909;0.198;0;13;13;14;34.8;0.16;0;12.8;0;0.38;0;5;17;131;18;0.62;0.9;0.097;11.9;243;346;0;0;0;0;0;0;0;0;0.015;0.658;0.149;0.208;1.305;0.01;0;0.689;0.063;0;0.009;0;0;0;77.17
27441120;Chicken or turkey creole, without rice;3004;Poultry mixed dishes;103;13.82;2.96;1.83;1.1;4.22;0.934;1.749;0.907;55;4;16;2;138;1;2801;65;0.215;0.122;4.163;0.195;0;10;10;10;36.9;0.18;0;10.7;0;0.76;0;4.3;24;131;19;0.74;0.89;0.076;12.2;277;363;0;0;0;0;0;0;0;0;0.016;0.735;0.171;0.229;1.505;0.012;0;0.818;0.076;0;0.01;0;0;0;77.76
27442110;Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy, no potatoes, gravy;3004;Poultry mixed dishes;111;7.1;4.47;1;1;7.44;1.317;3.049;2.374;28;2;141;577;1358;0;0;274;0.04;0.085;2.027;0.102;0;13;13;14;20.9;0.08;0;6.5;0;1.04;0;21.4;19;77;11;0.4;0.51;0.042;5.9;136;367;0;0;0;0;0;0;0;0.002;0.015;0.989;0.272;0.177;2.839;0.029;0;2.094;0.269;0;0.007;0;0;0;79.83
27442120;Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy, no potatoes, gravy;3004;Poultry mixed dishes;118;7.16;6.43;0.9;0.9;7.45;1.318;3.074;2.375;28;2;7;11;42;19;0;184;0.037;0.09;2.153;0.093;0;12;12;12;22.6;0.08;0;1.2;0;0.7;0;11.7;15;81;14;0.39;0.54;0.04;5.9;145;368;0;0;0;0;0;0;0;0.001;0.014;0.991;0.272;0.176;2.864;0.029;0;2.1;0.265;0;0.007;0;0;0;77.86
27443110;Chicken or turkey a la king with vegetables including carrots, broccoli, and/or dark-green leafy, no potatoes, cream, white, or soup-based sauce;3004;Poultry mixed dishes;186;9.37;6.81;2.57;0.6;13.67;4.473;5.247;2.515;78;114;246;556;1307;1;0;144;0.076;0.171;2.331;0.12;5;9;17;14;46.7;0.24;0;2.6;1;1.1;0;10;63;127;14;0.58;0.72;0.033;11;186;428;0;0;0;0.097;0.078;0.049;0.115;0.132;0.437;2.371;1.066;0.231;4.949;0.025;0.001;2.281;0.194;0;0.026;0.001;0.003;0.004;68.68
27443120;Chicken or turkey a la king with vegetables excluding carrorts, broccoli, and dark-green leafy, no potatoes, cream, white, or soup-based sauce;3004;Poultry mixed dishes;181;9.53;6.35;2.46;0.5;13.25;4.228;5.152;2.501;77;101;109;7;94;1;0;44;0.077;0.178;2.463;0.103;5;10;18;15;47.9;0.24;0;2;0.7;0.95;0;7.9;59;132;14;0.66;0.79;0.067;11.7;170;482;0;0;0;0.089;0.071;0.044;0.104;0.12;0.397;2.255;1.025;0.225;4.851;0.024;0.001;2.267;0.193;0;0.025;0.001;0.003;0.004;69.26
27443150;Chicken or turkey divan;3004;Poultry mixed dishes;140;15.51;3.99;0.96;1.3;7.23;2.63;2.546;0.987;70;46;68;8;264;1;0;481;0.064;0.169;3.445;0.171;1;29;31;31;45.3;0.27;0;16.9;0.2;0.96;0;38.8;97;182;19;0.7;1.2;0.05;14.5;206;296;0;0;0;0.056;0.047;0.029;0.069;0.079;0.27;1.502;0.519;0.242;2.313;0.015;0;0.884;0.084;0;0.02;0.001;0.002;0.002;71.98
27445110;Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy, no potatoes, soy-based sauce;3404;Stir-fry and soy-based sauce mixtures;95;8.18;5.38;2.93;0.9;4.56;0.77;1.087;2.08;21;30;56;66;286;0;0;301;0.03;0.12;1.69;0.232;0;40;40;40;41.8;0.07;0;8.1;0;0.77;0;54.7;20;73;15;0.56;0.43;0.044;8.1;185;413;0;0;0;0;0;0;0;0;0.007;0.503;0.222;0.029;1.037;0.018;0;1.781;0.262;0;0.02;0;0.002;0.001;80.24
27445120;Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy, no potatoes, soy-based sauce;3404;Stir-fry and soy-based sauce mixtures;131;10.6;4.44;1.69;0.9;8.22;1.376;3.402;2.786;40;3;11;10;97;1;0;167;0.059;0.115;3.214;0.184;0;14;14;14;29.4;0.13;0;13.7;0;0.97;0;22.5;21;110;18;0.71;0.76;0.088;9.6;221;352;0;0;0;0;0;0;0;0.001;0.012;1.031;0.286;0.182;3.186;0.03;0;2.454;0.322;0;0.007;0;0;0;75.54
27445125;Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy, no potatoes, tomato-based sauce;3004;Poultry mixed dishes;112;7.23;4.42;2.47;1.6;7.8;1.234;3.197;2.839;26;2;149;569;1458;2;6350;281;0.04;0.089;2.322;0.134;0;16;16;17;23.5;0.08;0;9.7;0;1.82;0;24;20;79;16;0.79;0.56;0.085;5.9;250;365;0;0;0;0;0;0;0;0.001;0.008;0.915;0.264;0.128;3.037;0.029;0;2.496;0.336;0;0.005;0;0;0;79.12
27445130;Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy, no potatoes, tomato-based sauce;3004;Poultry mixed dishes;119;7.28;6.35;2.38;1.5;7.81;1.235;3.221;2.84;26;2;17;11;160;20;6348;192;0.037;0.094;2.446;0.125;0;15;15;15;25.1;0.08;0;4.4;0;1.48;0;14.3;17;83;19;0.79;0.6;0.083;5.9;259;366;0;0;0;0;0;0;0;0;0.007;0.917;0.265;0.127;3.063;0.029;0;2.502;0.331;0;0.005;0;0;0;77.18
27445150;General Tso chicken;3404;Stir-fry and soy-based sauce mixtures;295;12.9;23.99;11.6;0.9;16.36;2.76;3.879;7.501;53;7;11;2;37;9;20;99;0.027;0.118;2.853;0.202;5;6;15;11;41.5;0.22;0;1.6;0.2;1.21;0;38.2;12;127;18;1.16;1.3;0.046;14.4;201;435;0;0;0;0.007;0;0.008;0.001;0.003;0.029;1.92;0.681;0.187;3.591;0.072;0.007;6.541;0.845;0.001;0.06;0.005;0.006;0.005;45.15
27445180;Moo Goo Gai Pan;3404;Stir-fry and soy-based sauce mixtures;66;7.15;4.69;2.01;1.2;2.43;0.394;0.845;0.813;17;2;10;3;92;0;0;167;0.047;0.148;2.789;0.242;0;13;13;13;22.5;0.04;0;6.5;0;0.65;0;16.7;10;78;11;0.48;0.47;0.117;8.5;197;106;0;0;0;0;0;0;0.004;0.002;0.004;0.282;0.087;0.032;0.802;0.009;0;0.699;0.092;0;0.011;0.001;0.001;0.001;84.83
