Food code;Main food description;WWEIA Category number;WWEIA Category description;Energy (kcal);Protein (g);Carbohydrate (g);"Sugars, total (g)";Fiber, total dietary (g);Total Fat (g);Fatty acids, total saturated (g);Fatty acids, total monounsaturated (g);Fatty acids, total polyunsaturated (g);Cholesterol (mg);Retinol (mcg);Vitamin A, RAE (mcg_RAE);Carotene, alpha (mcg);Carotene, beta (mcg);Cryptoxanthin, beta (mcg);Lycopene (mcg);Lutein + zeaxanthin (mcg);Thiamin (mg);Riboflavin (mg);Niacin (mg);Vitamin B-6 (mg);Folic acid (mcg);Folate, food (mcg);Folate, DFE (mcg_DFE);Folate, total (mcg);Choline, total (mg);Vitamin B-12 (mcg);"Vitamin B-12, added (mcg)";Vitamin C (mg);Vitamin D (D2 + D3) (mcg);Vitamin E (alpha-tocopherol) (mg);"Vitamin E, added (mg)";Vitamin K (phylloquinone) (mcg);Calcium (mg);Phosphorus (mg);Magnesium (mg);"Iron (mg)";"Zinc (mg)";Copper (mg);Selenium (mcg);Potassium (mg);Sodium (mg);Caffeine (mg);Theobromine (mg);Alcohol (g);"4:0 (g)";"6:0(g)";"8:0(g)";"10:0(g)";"12:0(g)";"14:0(g)";"16:0(g)";"18:0(g)";"16:1(g)";"18:1(g)";"20:1(g)";"22:1(g)";"18:2(g)";"18:3(g)";"18:4(g)";"20:4(g)";"20:5 n-3(g)";"22:5 n-3(g)";"22:6 n-3(g)";"Water(g)"
27348100;Chicken fricassee, Puerto Rican style;3004;Poultry mixed dishes;171;12.14;7.13;1.26;1.2;10.67;1.827;4.682;3.429;44;3;20;2;177;45;1082;33;0.077;0.103;3.355;0.234;0;13;13;13;36.3;0.17;0;15.9;0.1;1.45;0;10.4;18;129;21;0.78;0.9;0.083;10.4;316;754;0;0;0;0;0;0;0.002;0.003;0.02;1.345;0.403;0.211;4.43;0.037;0;3.012;0.4;0;0.015;0;0;0;67.5
27350020;Paella with seafood;3202;Rice mixed dishes;142;8.03;16.42;0.92;0.8;4.77;0.96;2.78;0.626;25;12;25;3;139;33;0;159;0.127;0.083;2.278;0.108;24;9;49;33;23.6;1.24;0;9.8;0;0.72;0;3.9;18;87;14;1.21;0.69;0.078;11.2;112;609;0;0;0;0;0;0;0.001;0.001;0.02;0.715;0.195;0.12;2.627;0.018;0.001;0.545;0.046;0;0.008;0.006;0.001;0.009;68.8
27350030;Seafood stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy, tomato-based sauce;3006;Seafood mixed dishes;73;8.68;5.72;1.57;0.8;1.65;0.436;0.56;0.389;39;30;41;1;130;0;2848;72;0.073;0.063;1.115;0.137;0;16;16;16;40.4;2.43;0;29.6;0.3;0.59;0;5.2;36;111;20;0.75;0.53;0.091;13.8;237;366;0;0;0;0;0;0;0;0.002;0.015;0.272;0.132;0.03;0.5;0.011;0;0.254;0.022;0.001;0.018;0.03;0.006;0.045;81.97
27350050;Shrimp chow mein or chop suey with noodles;3402;Fried rice and lo/chow mein;117;9.05;11.37;1.51;1.5;4.03;1.134;1.414;1.137;65;28;35;16;85;0;0;104;0.089;0.111;1.675;0.129;11;35;53;45;51.6;0.51;0;4.1;0;1.06;0;11.6;42;123;19;1.11;0.7;0.112;18.8;142;335;0;0;0;0;0;0;0;0.464;0.169;0.282;0.123;0.019;1.362;0.004;0;0.926;0.092;0;0.021;0.041;0.004;0.043;73.82
27350060;Shrimp creole, with rice;3006;Seafood mixed dishes;123;10.12;11.9;0.96;0.8;3.63;0.659;1.465;1.218;108;27;35;0;97;0;731;30;0.234;0.037;1.037;0.076;20;8;41;27;38.1;0.32;0;7.1;0.1;0.99;0;4.3;77;106;22;1.57;1.06;0.156;23.6;114;436;0;0;0;0;0;0;0;0;0.004;0.369;0.253;0.011;1.441;0.007;0.003;0.851;0.082;0.003;0.018;0.126;0.023;0.108;72.87
27350070;Tuna pot pie;3006;Seafood mixed dishes;221;8.96;16.5;1.64;1.3;13.16;3.628;5.064;3.314;12;55;152;347;993;0;0;296;0.161;0.159;3.768;0.06;19;12;44;31;14.3;0.47;0;1.4;1.7;1;0;20.4;25;108;16;1.32;0.47;0.062;22.1;130;270;0;0;0;0.051;0.041;0.025;0.059;0.069;0.235;1.934;1.101;0.064;4.951;0.02;0;3.059;0.218;0;0.004;0.006;0.002;0.021;60.07
27350080;Tuna noodle casserole with vegetables, cream or white sauce;3006;Seafood mixed dishes;147;9.01;14.04;2.35;0.8;6.12;2.991;1.599;0.843;30;63;65;1;23;0;0;21;0.165;0.178;4.32;0.188;25;8;51;33;24.6;0.93;0;2.7;0.8;0.51;0;2.3;56;114;20;1.28;0.65;0.099;29.7;171;216;0;0;0;0.153;0.097;0.058;0.126;0.132;0.385;1.365;0.621;0.068;1.532;0.008;0;0.708;0.067;0.001;0.008;0.007;0.001;0.057;69.64
27350090;Fish, noodles, and vegetables including carrots, broccoli, and/or dark green leafy, cheese sauce;3006;Seafood mixed dishes;137;8.35;14.16;0.74;1.1;5.22;2.424;1.581;0.709;31;27;109;341;810;0;0;179;0.164;0.15;1.426;0.092;36;13;73;48;26.8;0.28;0;4.2;0.5;0.42;0;9.5;99;123;23;0.94;0.78;0.065;18;120;309;0;0;0;0.105;0.054;0.029;0.063;0.059;0.341;1.263;0.508;0.122;1.455;0.003;0.001;0.598;0.071;0;0.004;0.001;0.002;0.021;70.8
27350100;Fish, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy, cheese sauce;3006;Seafood mixed dishes;141;8.39;15.32;0.69;1.1;5.22;2.425;1.596;0.71;31;27;30;7;33;11;0;126;0.162;0.153;1.501;0.086;36;12;72;47;27.8;0.28;0;1;0.5;0.22;0;3.8;97;126;25;0.94;0.8;0.065;17.9;125;303;0;0;0;0.105;0.054;0.029;0.063;0.059;0.341;1.265;0.508;0.121;1.471;0.003;0.001;0.602;0.068;0;0.004;0.001;0.002;0.021;69.65
27350110;Bouillabaisse;3006;Seafood mixed dishes;99;13.42;2.15;0.61;0.3;3.75;0.875;1.698;0.601;41;23;30;13;84;0;586;37;0.098;0.052;2.111;0.184;0;13;13;13;53.6;2.34;0;3.3;3.3;0.84;0;9.4;33;169;22;0.72;0.78;0.144;28.4;281;223;0;0;0;0;0;0;0;0.001;0.077;0.592;0.182;0.131;1.509;0.041;0.006;0.207;0.022;0.005;0.055;0.095;0.045;0.166;79.2
27350200;Oyster pie;3006;Seafood mixed dishes;245;5.38;19.95;2.26;0.8;15.98;4.804;5.955;3.785;23;60;65;0;54;0;0;33;0.163;0.196;1.513;0.042;24;10;51;34;27.9;2.41;0;0.4;0.6;1.18;0;11.8;73;94;16;2.42;11.87;0.835;14.5;161;292;0;0;0;0.068;0.055;0.034;0.081;0.094;0.33;2.381;1.59;0.076;5.831;0.026;0.001;3.378;0.281;0.014;0.011;0.053;0.005;0.04;57.36
27350310;Seafood stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy, tomato-based sauce;3006;Seafood mixed dishes;72;8.82;5.98;1.67;0.9;1.34;0.377;0.405;0.294;39;27;74;156;487;0;2897;61;0.073;0.065;1.149;0.132;0;15;15;15;41.1;2.47;0;25.7;0.3;0.57;0;5;37;113;20;0.75;0.55;0.091;14;245;373;0;0;0;0;0;0;0;0.002;0.015;0.239;0.108;0.03;0.345;0.011;0;0.166;0.014;0.001;0.018;0.031;0.006;0.046;81.83
27350410;Tuna noodle casserole with vegetables and mushroom sauce;3006;Seafood mixed dishes;124;7.97;12.97;1.47;1;4.43;1.749;1.048;1.116;23;28;29;1;12;0;0;23;0.131;0.122;4.076;0.134;21;7;44;29;21.9;0.78;0;2.7;0.5;0.33;0;5.6;34;92;17;1.29;0.58;0.108;28.1;144;282;0;0;0;0.079;0.05;0.03;0.065;0.067;0.201;0.855;0.363;0.044;0.995;0.01;0;0.941;0.108;0.001;0.007;0.007;0.001;0.054;73.41
27351010;Codfish with starchy vegetables, Puerto Rican style;3006;Seafood mixed dishes;134;3.53;18.45;2.94;2.7;5.43;0.759;3.815;0.62;6;1;134;38;1572;8;263;20;0.065;0.038;0.678;0.2;0;13;13;13;20.5;0.09;0;5;0.1;1.93;0;7;29;74;27;0.52;0.26;0.118;4.5;419;51;0;0;0;0;0;0;0;0;0.001;0.62;0.109;0.067;3.724;0.018;0;0.541;0.05;0;0.003;0;0.001;0.016;71.46
27351030;Stewed codfish, Puerto Rican style;3006;Seafood mixed dishes;114;10.87;8.48;1.69;1.3;4.02;0.615;2.711;0.508;30;1;8;6;84;6;1510;109;0.057;0.048;1.17;0.199;0;10;10;10;49.3;0.99;0;18.4;0.3;1.27;0;4.9;17;154;20;0.63;0.32;0.103;15.1;281;82;0;0;0;0;0;0;0;0.002;0.003;0.488;0.093;0.049;2.628;0.015;0.001;0.38;0.033;0;0.005;0.022;0.003;0.063;75.88
27351040;Biscayne codfish, Puerto Rican style;3006;Seafood mixed dishes;188;9.2;11.08;1.85;1.9;12.24;1.716;8.678;1.375;19;4;12;8;92;1;1639;44;0.07;0.06;1.444;0.262;0;13;13;13;38;0.34;0;11.9;0.4;2.32;0;9.1;23;107;27;0.87;0.38;0.102;13.4;408;300;0;0;0;0;0;0;0;0.001;0.005;1.395;0.251;0.151;8.467;0.043;0.001;1.178;0.101;0;0.01;0.001;0.004;0.052;65.83
27360000;Stew, NFS;3002;Meat mixed dishes;90;5.23;8.24;1.58;1.2;3.98;1.436;1.767;0.363;14;0;41;166;409;2;92;60;0.082;0.06;1.342;0.124;1;13;14;13;20.3;0.43;0;3.3;0;0.29;0;6.1;14;57;12;1.75;1.19;0.11;5.5;206;304;0;0;0;0;0;0;0;0.006;0.105;0.829;0.44;0.143;1.533;0.021;0.005;0.305;0.046;0.009;0.003;0;0.001;0;81.27
27360010;Goulash, NFS;3002;Meat mixed dishes;161;15.31;8.7;1.6;0.9;7.4;3.419;2.587;0.439;54;24;35;2;120;18;2100;66;0.106;0.124;3.09;0.237;16;10;37;26;61.2;0.79;0;2.1;0.1;0.62;0;1.7;14;116;18;1.73;2.56;0.087;19.6;209;262;0;0;0;0.112;0.07;0.041;0.096;0.098;0.379;1.793;0.805;0.214;2.364;0.01;0;0.362;0.059;0;0.01;0.001;0.007;0;67.31
27360050;Meat pie, NFS;3002;Meat mixed dishes;204;5.11;19.21;2.26;1.1;11.85;4.365;3.613;3.302;15;0;34;132;339;0;2;90;0.104;0.041;1.871;0.092;22;12;50;35;12.4;0.11;0;1;0.1;0.53;0;10.7;20;72;11;0.76;0.42;0.042;5.4;110;393;0;0;0;0.005;0.003;0.003;0.01;0.011;0.1;2.171;1.98;0.208;3.312;0.066;0.005;2.971;0.247;0;0.023;0.001;0.005;0.002;62.58
27360080;Chow mein or chop suey, NS as to type of meat, with noodles;3402;Fried rice and lo/chow mein;131;9.91;11.15;1.54;1.5;5.43;1.455;2.12;1.25;33;2;10;16;87;0;0;106;0.101;0.159;3.085;0.128;11;30;49;42;29.7;0.11;0;4.2;0;0.52;0;11.7;19;99;14;1.25;0.68;0.053;10.7;174;408;0;0;0;0;0;0;0;0.471;0.175;0.567;0.157;0.14;1.97;0.007;0;1.137;0.105;0;0.006;0;0;0;72.26
27360090;Paella, NFS;3202;Rice mixed dishes;168;9.54;15.79;0.67;0.6;7.17;1.843;3.891;0.993;33;12;16;1;42;4;0;153;0.151;0.092;2.666;0.123;23;6;46;30;28.5;1.31;0;3;0.1;0.67;0;3.5;20;100;15;1.27;0.88;0.083;13.7;126;737;0;0;0;0;0;0;0.005;0.003;0.061;1.257;0.471;0.184;3.64;0.037;0.002;0.866;0.056;0;0.019;0.007;0.003;0.01;65.17
27360100;Brunswick stew;3002;Meat mixed dishes;119;11.26;7.32;1.01;1.2;5.03;1.216;2.078;1.095;37;2;7;2;53;11;330;72;0.234;0.125;3.073;0.217;0;10;10;10;33;0.19;0;3.6;0.1;0.39;0;3;17;116;22;0.73;1.02;0.085;13;257;234;0;0;0;0;0;0;0.001;0.001;0.029;0.849;0.311;0.158;1.888;0.025;0;0.968;0.102;0;0.016;0;0;0;75.32
27360120;Chow mein or chop suey, various types of meat, with noodles;3402;Fried rice and lo/chow mein;134;10.36;11.16;1.54;1.5;5.57;1.65;2.199;1.172;26;1;9;16;87;0;0;106;0.194;0.183;2.946;0.208;11;29;48;40;34;0.3;0;4.3;0.1;0.48;0;11.9;19;103;14;1.49;1.05;0.052;12.1;198;354;0;0;0;0;0;0;0.001;0.473;0.19;0.623;0.265;0.095;2.079;0.013;0;1.056;0.098;0;0.01;0;0.001;0;71.65
27361010;Stewed variety meats, mostly liver, Puerto Rican style;3002;Meat mixed dishes;110;15.78;5.74;1.94;1;2.49;1.255;0.514;0.513;201;3649;3670;29;231;17;510;92;0.106;1.369;7.442;0.491;0;106;106;106;182;27.45;0;21.1;0.5;0.46;0;4.8;15;232;15;3.13;2.73;5.586;19.4;278;337;0;0;0;0;0;0;0;0;0.015;0.382;0.815;0.042;0.461;0.003;0;0.062;0.006;0;0.167;0;0;0;74.39
27362000;Stewed tripe, with potatoes, Puerto Rican style;3002;Meat mixed dishes;108;8.57;9.45;2.03;1.7;4.07;0.961;1.392;1.214;53;0;49;349;400;20;349;167;0.07;0.075;1.033;0.149;0;31;31;31;94.6;0.46;0;15.5;0.1;0.6;0;2.9;43;83;21;0.86;1.04;0.124;6.8;273;561;0;0;0;0;0;0;0.002;0.002;0.037;0.588;0.278;0.059;1.318;0.009;0;1.145;0.041;0;0.026;0;0;0;75.78
27363000;Gumbo with rice;3006;Seafood mixed dishes;89;8.16;6.54;1.7;0.9;3.43;0.768;1.366;0.83;30;4;10;0;74;0;643;47;0.275;0.113;2.241;0.16;7;12;24;19;23.5;0.16;0;4.5;0.1;0.49;0;5.4;26;82;15;0.63;0.75;0.069;11;176;400;0;0;0;0;0;0;0.001;0.001;0.017;0.531;0.199;0.089;1.255;0.016;0;0.724;0.08;0;0.012;0.004;0;0.004;80.47
27363100;Jambalaya with meat and rice;3202;Rice mixed dishes;162;13.77;8.64;0.94;0.7;7.97;2.212;3.319;1.617;58;3;8;1;64;2;439;41;0.225;0.149;4.405;0.23;13;9;30;22;41.8;0.32;0;6.4;0.2;0.68;0;4.3;24;136;19;1.12;1.07;0.08;14.3;241;379;0;0;0;0.001;0;0;0.003;0.003;0.065;1.506;0.598;0.261;3.008;0.049;0.001;1.436;0.115;0;0.027;0;0.003;0.001;68.27
27410210;Beef and vegetables including carrots, broccoli, and/or dark-green leafy, no potatoes, no sauce;3002;Meat mixed dishes;116;11.41;3;1.27;1.4;6.73;1.68;2.774;1.635;31;0;206;858;2021;0;0;407;0.044;0.083;2.048;0.188;0;19;19;19;46;0.59;0;9.7;0;1.09;0;27.9;19;85;13;1.14;1.94;0.054;11.2;164;316;0;0;0;0;0;0;0.007;0.008;0.093;1.097;0.45;0.145;2.61;0.019;0;1.396;0.224;0;0.008;0.001;0.006;0;77.52
27410220;Beef and vegetables excluding carrots, broccoli, and dark-green leafy, no potatoes, no sauce;3002;Meat mixed dishes;120;10.03;5.16;0.99;1.1;7.09;1.632;2.958;1.925;27;0;6;14;55;24;0;239;0.034;0.079;1.952;0.153;0;15;15;15;42.3;0.51;0;1.5;0;0.64;0;13.1;12;80;16;0.99;1.74;0.047;9.8;154;324;0;0;0;0;0;0;0.006;0.006;0.08;1.077;0.432;0.129;2.807;0.021;0;1.662;0.251;0;0.007;0.001;0.005;0;76.48
27410250;Beef shish kabob with vegetables, excluding potatoes;3002;Meat mixed dishes;120;14.7;5;2.33;0.9;4.9;1.661;2.037;0.507;41;0;8;2;87;19;0;38;0.06;0.111;2.898;0.268;0;14;14;14;57.6;0.77;0;12.8;0.1;0.38;0;5.7;14;111;16;1.43;2.52;0.102;15.4;231;208;0;0;0;0;0;0;0.009;0.009;0.121;1.049;0.467;0.174;1.854;0.009;0;0.409;0.08;0;0.01;0.001;0.007;0;74.27
27411100;Beef with vegetables including carrots, broccoli, and/or dark-green leafy, no potatoes, tomato-based sauce;3002;Meat mixed dishes;110;8.24;4.48;2.51;1.7;6.99;1.466;2.859;2.111;21;0;149;577;1480;2;6443;285;0.04;0.086;1.837;0.172;0;17;17;17;35.5;0.4;0;9.8;0;1.67;0;22.8;19;70;15;1.22;1.4;0.088;7.8;248;300;0;0;0;0;0;0;0.004;0.005;0.063;0.978;0.382;0.107;2.729;0.022;0;1.83;0.271;0;0.005;0.001;0.004;0;78.86
27411120;Swiss steak;3002;Meat mixed dishes;132;10.82;3.55;1.16;0.9;8.1;2.603;3.434;1.123;31;0;37;126;389;0;800;46;0.229;0.117;2.074;0.163;2;7;11;10;41.3;1.05;0;4.3;0.1;0.57;0;5.9;17;110;16;1.31;1.69;0.064;10.8;262;242;0;0;0;0;0;0;0.015;0.01;0.179;1.628;0.756;0.307;3.113;0.013;0;0.943;0.166;0;0.015;0.001;0.006;0;75.71
27411150;Beef rolls, stuffed with vegetables or meat mixture, tomato-based sauce;3002;Meat mixed dishes;194;20.53;6.46;1.23;0.7;9.04;3.373;3.845;0.432;56;1;92;362;910;0;1133;42;0.142;0.196;3.688;0.311;9;12;27;20;78.5;2.04;0;1.6;0.2;0.39;0;4.5;13;195;24;2.18;3.12;0.104;22.9;383;349;0;0;0;0;0;0;0.02;0.013;0.256;2.119;0.963;0.387;3.442;0.015;0;0.317;0.083;0;0.03;0.002;0.011;0.001;61.08
27411200;Beef with vegetables excluding carrots, broccoli, and dark-green leafy, no potatoes, tomato-based sauce;3002;Meat mixed dishes;114;7.67;5.96;2.23;1.4;7.18;1.455;2.966;2.248;19;0;14;10;150;19;5957;181;0.035;0.085;1.816;0.151;0;14;14;14;34.4;0.37;0;4.1;0;1.31;0;12.9;14;68;18;1.12;1.33;0.081;7.2;237;301;0;0;0;0;0;0;0.004;0.004;0.057;0.976;0.377;0.1;2.841;0.023;0;1.956;0.282;0;0.005;0.001;0.003;0;77.85
27414100;Beef with vegetables including carrots, broccoli, and/or dark-green leafy, no potatoes, mushroom sauce;3002;Meat mixed dishes;114;7.8;5.24;1.59;1.1;7.14;1.648;2.495;2.453;20;9;131;511;1203;0;0;244;0.039;0.075;1.375;0.126;0;12;12;12;33.8;0.43;0;5.8;0.3;0.94;0;25.5;33;74;10;0.75;1.26;0.04;8.1;145;307;0;0;0;0.009;0.006;0.004;0.014;0.016;0.096;1.042;0.414;0.097;2.375;0.026;0;2.136;0.309;0;0.005;0.001;0.003;0;78.61
27414200;Beef with vegetables excluding carrots, broccoli, and dark-green leafy, no potatoes, mushroom sauce;3002;Meat mixed dishes;120;7.85;6.97;1.51;1;7.14;1.648;2.517;2.454;20;9;13;10;38;17;0;165;0.036;0.079;1.486;0.119;0;11;11;11;35.2;0.43;0;1;0.3;0.63;0;16.8;30;78;13;0.75;1.29;0.039;8.1;153;318;0;0;0;0.009;0.006;0.004;0.014;0.015;0.095;1.044;0.414;0.096;2.397;0.026;0;2.141;0.304;0;0.005;0.001;0.003;0;76.85
27415100;Beef and vegetables including carrots, broccoli, and/or dark-green leafy, no potatoes, soy-based sauce;3404;Stir-fry and soy-based sauce mixtures;142;11.75;4.79;1.55;1.3;8.82;1.97;3.667;2.485;31;0;139;588;1372;0;0;372;0.057;0.097;2.241;0.232;0;19;19;19;46.6;0.59;0;14.8;0;1.12;0;35.7;26;97;17;1.24;1.96;0.056;11.7;237;249;0;0;0;0;0;0;0.006;0.007;0.093;1.302;0.52;0.15;3.487;0.027;0;2.145;0.325;0;0.007;0.001;0.005;0;73.41
27415110;Beef and broccoli;3404;Stir-fry and soy-based sauce mixtures;157;10.55;5.31;1.39;1.4;10.65;1.945;4.384;3.654;25;0;14;12;167;0;0;649;0.057;0.128;2.086;0.217;0;33;33;33;42.9;0.65;0;39.2;0;1.51;0;62.7;34;117;24;1.25;2.4;0.066;10.9;307;439;0;0;0;0;0;0;0;0.002;0.052;1.306;0.518;0.101;4.243;0.036;0;3.169;0.47;0;0.01;0.001;0.004;0;71.66
27415120;Beef, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy, no potatoes, soy-based sauce;3404;Stir-fry and soy-based sauce mixtures;113;7.33;4.88;1.65;1.3;7.68;1.397;3.02;2.787;13;0;134;568;1325;0;0;359;0.052;0.072;1.305;0.162;0;26;26;26;29.7;0.26;0;14.3;0;1;0;34.6;48;78;19;0.98;1.08;0.075;7.5;209;235;0;0;0;0;0;0;0.003;0.003;0.043;0.954;0.353;0.078;2.915;0.024;0;2.429;0.352;0;0.003;0;0.002;0;78.9
27415130;Szechuan beef;3404;Stir-fry and soy-based sauce mixtures;105;7.08;7.29;2.41;1.5;5.3;0.978;1.217;2.13;14;0;63;323;595;1;4;268;0.033;0.055;1.32;0.161;0;45;45;45;34.5;0.48;0;11.6;0.1;0.82;0;51.3;22;76;15;1.11;1.5;0.049;6.7;204;409;0;0;0;0.003;0.008;0.002;0.002;0.002;0.028;0.634;0.253;0.053;1.125;0.02;0.002;1.834;0.264;0;0.014;0.004;0.005;0.001;78.82
27415140;Hunan beef;3404;Stir-fry and soy-based sauce mixtures;105;7.08;7.29;2.41;1.5;5.3;0.978;1.217;2.13;14;0;63;323;595;1;4;268;0.033;0.055;1.32;0.161;0;45;45;45;34.5;0.48;0;11.6;0.1;0.82;0;51.3;22;76;15;1.11;1.5;0.049;6.7;204;409;0;0;0;0.003;0.008;0.002;0.002;0.002;0.028;0.634;0.253;0.053;1.125;0.02;0.002;1.834;0.264;0;0.014;0.004;0.005;0.001;78.82
27415150;Beef chow mein or chop suey, no noodles;3402;Fried rice and lo/chow mein;82;10.76;3.85;1.76;0.8;2.61;0.748;0.908;0.716;25;1;10;19;99;0;0;119;0.039;0.161;2.956;0.315;0;28;28;28;36.9;0.67;0;4.8;0;0.43;0;13.3;22;109;11;1.23;1.62;0.041;9.2;218;253;0;0;0;0;0;0;0.002;0.001;0.035;0.441;0.234;0.047;0.834;0.005;0;0.6;0.091;0;0.015;0.001;0.004;0;81.66
27415170;Kung Pao beef;3404;Stir-fry and soy-based sauce mixtures;218;18.34;4.79;1.46;1.1;14.58;3.205;6.532;3.431;46;0;15;2;159;41;0;49;0.057;0.125;4.353;0.287;0;20;20;20;66.6;0.89;0;10.8;0.1;1.36;0;15.3;16;142;29;1.62;2.95;0.098;17.1;242;180;0;0;0;0;0;0;0.01;0.01;0.139;1.996;0.805;0.221;6.222;0.082;0.004;3.107;0.299;0;0.012;0.002;0.008;0.001;61.06
27415200;Beef and vegetables excluding carrots, broccoli, and dark-green leafy, no potatoes, soy-based sauce;3404;Stir-fry and soy-based sauce mixtures;145;12.03;4.39;1.64;0.9;9.15;2.036;3.809;2.585;32;0;8;10;97;1;0;167;0.056;0.104;2.494;0.24;0;15;15;15;47.4;0.61;0;13.7;0;0.97;0;23;19;95;17;1.36;2.02;0.09;12.4;216;245;0;0;0;0;0;0;0.007;0.007;0.096;1.343;0.54;0.156;3.623;0.029;0;2.235;0.335;0;0.008;0.001;0.006;0;73.24
27415220;Beef, tofu, and vegetables excluding carrots, broccoli,  and dark-green leafy, no potatoes, soy-based sauce;3404;Stir-fry and soy-based sauce mixtures;115;7.43;4.5;1.74;0.9;7.96;1.438;3.132;2.895;14;0;8;9;94;1;0;161;0.052;0.078;1.513;0.167;0;22;22;22;29.9;0.27;0;13.2;0;0.86;0;22.4;42;76;19;1.08;1.11;0.108;8;188;230;0;0;0;0;0;0;0.003;0.003;0.044;0.981;0.365;0.081;3.024;0.025;0;2.526;0.362;0;0.003;0;0.002;0;78.95
27416100;Beef and vegetables, Hawaiian style;3002;Meat mixed dishes;83;4.33;14.13;5.6;1.8;1.48;0.396;0.498;0.362;7;0;95;380;944;3;0;28;0.041;0.081;1.398;0.152;0;34;34;34;17.7;0.09;0;1.9;0;0.86;0;3.6;49;78;39;0.94;0.78;0.121;3.1;267;676;0;0;0;0;0;0;0.001;0.001;0.02;0.272;0.096;0.027;0.465;0.006;0;0.279;0.044;0;0.007;0.031;0.001;0;76.63
27416150;Pepper steak;3002;Meat mixed dishes;144;11.87;4.42;1.67;0.7;9.12;2.03;3.806;2.578;32;0;9;7;101;2;0;173;0.054;0.083;2.256;0.256;0;13;13;13;46;0.61;0;23;0;1.01;0;20.5;17;89;16;1.24;1.96;0.065;11.7;202;244;0;0;0;0;0;0;0.007;0.007;0.096;1.339;0.539;0.156;3.62;0.028;0;2.233;0.33;0;0.008;0.001;0.006;0;73.47
27416200;Beef, ground, with egg and onion;3002;Meat mixed dishes;228;21.86;1.05;0.54;0.1;14.53;5.501;6.415;0.532;104;16;16;0;1;1;0;32;0.048;0.189;4.112;0.317;0;13;13;13;91.5;2.28;0;0.5;0.2;0.19;0;1.4;26;174;18;2.12;5.12;0.072;20;270;744;0;0;0;0;0;0;0;0.01;0.391;3.122;1.686;0.521;5.529;0.046;0;0.42;0.049;0;0.051;0;0.002;0.003;60.3
27416250;Beef salad;3002;Meat mixed dishes;260;17.9;2.82;2.1;0.4;19.32;3.85;5.098;9.436;61;3;12;7;92;18;0;82;0.042;0.128;2.636;0.187;0;15;15;15;75.5;1.3;0;0.8;0.1;1;0;46.1;19;118;15;1.62;4.28;0.077;18.5;204;335;0;0;0;0;0;0;0.002;0.004;0.118;2.483;1.112;0.15;4.876;0.052;0.01;8.25;1.144;0;0.025;0.002;0.008;0.002;58.92
27416300;Beef taco filling: beef, cheese, tomato, taco sauce;3502;Burritos and tacos;181;12.99;6.33;4.06;0.9;11.32;5.26;3.836;0.405;44;51;69;21;207;0;3668;49;0.052;0.154;2.245;0.207;0;15;15;15;34.1;1.07;0;6.6;0.1;0.75;0;6.2;130;160;17;1.16;2.65;0.076;11.7;273;472;0;0;0;0.102;0.085;0.055;0.132;0.155;0.623;2.393;1.55;0.258;3.006;0.025;0;0.36;0.031;0;0.023;0.002;0.003;0;65.96
27416400;Stir fried beef and vegetables in soy sauce;3404;Stir-fry and soy-based sauce mixtures;93;10.85;4.25;2.6;0.9;3.68;1.429;1.412;0.402;67;20;23;0;41;2;0;137;0.058;0.195;3.111;0.251;0;20;20;20;66.4;0.46;0;3.2;0.3;0.37;0;18.7;24;124;18;1.1;1.84;0.128;15.2;255;342;0;0;0;0;0;0;0.001;0.011;0.078;0.846;0.47;0.107;1.281;0.007;0;0.328;0.022;0;0.029;0.001;0.005;0.007;79.87
27416450;Beef and vegetables including carrots, broccoli, and/or dark-green leafy, no potatoes, gravy;3002;Meat mixed dishes;115;8.06;4.5;1;1;7.34;1.648;3.009;1.938;23;0;140;581;1368;0;0;276;0.041;0.081;1.519;0.139;0;14;14;14;32.8;0.4;0;6.6;0;0.96;0;21;17;67;10;0.82;1.35;0.044;7.8;130;310;0;0;0;0;0;0;0.004;0.006;0.07;1.122;0.413;0.158;2.823;0.025;0;1.683;0.24;0;0.007;0.001;0.004;0;78.93
27416500;Beef and vegetables excluding carrots, broccoli, and dark-green leafy, no potatoes, gravy;3002;Meat mixed dishes;121;8.11;6.47;0.91;0.9;7.34;1.649;3.034;1.939;23;0;5;11;43;19;0;186;0.038;0.086;1.646;0.13;0;12;12;12;34.5;0.4;0;1.2;0;0.62;0;11.2;13;71;13;0.81;1.39;0.043;7.8;139;312;0;0;0;0;0;0;0.004;0.005;0.069;1.124;0.414;0.157;2.849;0.025;0;1.689;0.235;0;0.007;0.001;0.004;0;76.95
27418110;Seasoned shredded soup meat;3002;Meat mixed dishes;206;18.22;3.64;1.74;0.9;12.79;4.094;4.677;2.748;45;0;11;23;123;1;485;86;0.079;0.134;2.83;0.199;0;10;10;10;64;1.61;0;17;0.1;0.92;0;4.2;14;183;21;2.36;3.9;0.112;19.6;331;235;0;0;0;0;0;0;0.006;0.006;0.266;2.511;1.163;0.307;4.295;0.012;0;2.623;0.112;0;0.013;0.002;0.009;0.001;63.54
